term,ccode,section,instructor,org,expl_lvl,q_treat,visual,oral,help,interest,overall,attend,assign,notes,textbook,new_mat,assign_amt,outside,num_resp,enrolled,resp_rate
1131,['CO 250'],1,Jochen Koenemann,1.6,2.7291666666666665,1.6,1.68,1.68,2.0,1.9361702127659572,1.6122448979591837,1.26,1.7959183673469388,1.568181818181818,1.7692307692307692,2.5510204081632653,2.591836734693877,2.38,50,104,0.4807692307692308
1131,['CO 250'],2,Konstantinos Georgiou,1.9464285714285716,2.6545454545454548,2.125,2.0727272727272728,2.0535714285714284,2.3888888888888893,2.0754716981132075,2.018181818181818,1.3928571428571428,1.9272727272727272,1.803921568627451,1.807692307692308,2.5892857142857144,2.5892857142857144,2.482142857142857,56,118,0.4745762711864407
1131,['CO 250'],51,Stephen New,1.5,2.642857142857143,1.2857142857142858,1.3571428571428572,1.7142857142857142,1.5,1.818181818181818,1.2857142857142858,1.2857142857142858,1.6923076923076923,2.4444444444444446,2.333333333333333,2.142857142857143,2.8571428571428568,2.142857142857143,14,20,0.7
1131,['CO 327'],1,Patrick Roh,1.6111111111111112,2.7777777777777777,2.3888888888888893,1.7647058823529411,1.9444444444444444,1.8888888888888888,2.0,2.0,1.4444444444444444,1.6111111111111112,1.8888888888888888,1.6,3.0,2.888888888888889,2.4444444444444446,18,32,0.5625
1131,['CO 331'],1,David Jao,1.7391304347826086,2.8695652173913038,1.681818181818182,1.608695652173913,1.9130434782608696,2.0,1.7142857142857142,1.6956521739130437,1.173913043478261,1.5217391304347827,1.7333333333333334,1.75,2.8260869565217392,3.217391304347826,1.761904761904762,23,41,0.5609756097560976
1131,['CO 367'],1,Henry Wolkowicz,2.9,1.8888888888888888,2.3,3.2,2.6,2.0,2.0,2.9,1.2,1.8,2.333333333333333,1.9,2.5,2.6,2.4444444444444446,10,22,0.45454545454545453
1131,['CO 370'],1,Chaitanya Swamy,1.7758620689655171,2.7068965517241383,2.017543859649123,2.0508474576271185,1.9655172413793105,2.548387096774193,2.2452830188679247,1.9827586206896552,1.5423728813559323,1.824561403508772,2.0384615384615383,1.9,2.3220338983050848,2.1694915254237293,2.3157894736842106,59,92,0.6413043478260869
1131,['CO 372'],1,Konstantinos Georgiou,1.9838709677419355,2.5,1.9836065573770487,1.9838709677419355,2.161290322580645,1.8043478260869563,2.1379310344827585,2.0166666666666666,1.3225806451612905,1.9322033898305084,1.775,2.239130434782609,2.262295081967213,2.0491803278688523,2.7741935483870965,62,119,0.5210084033613446
1131,"['CO 444', 'CO 644']",1,Christopher Godsil,2.4,2.631578947368421,1.8,2.45,2.5789473684210527,2.0769230769230766,1.4,2.1,1.0,1.35,1.75,1.5555555555555556,2.8,2.736842105263158,2.75,20,20,1.0
1131,"['CO 481', 'CS 467', 'PHYS 467']",1,Mike Mosca,1.6666666666666667,2.3,1.6,2.2,1.7,1.6875,1.5,1.9,1.2,1.5517241379310345,1.7777777777777777,1.6071428571428572,2.533333333333333,2.566666666666667,2.7666666666666666,30,58,0.5172413793103449
1131,"['CO 487', 'CO 687']",1,David Jao,1.4166666666666667,2.7777777777777777,1.4411764705882353,1.4305555555555556,1.5138888888888888,1.6,1.3,1.3472222222222223,1.1666666666666667,1.5416666666666667,1.4838709677419355,1.0,2.805555555555556,2.805555555555556,2.555555555555556,72,116,0.6206896551724138
1131,"['CO 781', 'CS 867', 'QIC 823']",1,Andrew Childs,1.25,2.5,1.25,1.375,1.5,1.3333333333333333,1.125,1.125,1.25,1.125,1.125,1.0,2.75,2.375,3.375,8,8,1.0
1131,['COMM 101'],51,Robert Sproule,1.3333333333333333,2.9166666666666665,1.75,1.3333333333333333,1.4166666666666667,1.3636363636363635,1.818181818181818,1.5833333333333333,1.1666666666666667,1.9166666666666667,1.8571428571428568,1.8333333333333333,2.6666666666666665,2.9166666666666665,1.6666666666666667,12,19,0.631578947368421
1131,['COMM 102'],51,Robert Sproule,1.3333333333333333,3.0,1.2222222222222223,1.0,1.1111111111111112,1.125,1.7777777777777777,1.2222222222222223,1.2222222222222223,1.3333333333333333,1.4,1.2222222222222223,2.7777777777777777,2.7777777777777777,2.2222222222222223,9,20,0.45
1131,['COMM 321'],1,Peter Blake,1.7586206896551724,2.5172413793103448,1.5517241379310345,1.9655172413793105,1.7931034482758617,1.8333333333333333,1.9166666666666667,1.7931034482758617,1.2413793103448276,2.0689655172413794,1.6,2.2142857142857144,1.9655172413793105,2.7931034482758617,2.1785714285714284,29,45,0.6444444444444445
1131,['COMM 400'],1,Mark Arnason,1.3823529411764706,3.0,1.5294117647058822,1.870967741935484,1.5588235294117647,1.7222222222222223,1.4117647058823528,1.5,1.0294117647058822,1.7575757575757576,1.7,1.6363636363636365,3.0588235294117645,3.0,1.7941176470588236,34,37,0.918918918918919
1131,['COMM 421'],1,Brent Matheson,1.870967741935484,3.0645161290322585,1.6774193548387095,2.064516129032258,1.7419354838709675,2.1923076923076925,2.0,1.870967741935484,1.4516129032258065,1.84,1.8125,1.5172413793103448,2.827586206896552,2.8666666666666667,1.6666666666666667,31,54,0.5740740740740741
1131,['COMM 432'],1,Michael Liu,1.6666666666666667,3.0,1.7333333333333334,1.8666666666666667,2.066666666666667,1.8,1.4666666666666666,1.6,1.3333333333333333,1.6,1.6666666666666667,1.8,3.0,2.8666666666666667,1.9333333333333331,15,18,0.8333333333333334
1131,['CS 115'],1,Elodie Cecile Diane Fourquet,1.9393939393939397,2.8484848484848486,1.606060606060606,1.75,2.1875,1.6551724137931034,1.84375,1.818181818181818,1.3333333333333333,1.6363636363636365,1.5483870967741935,2.0476190476190474,2.636363636363636,2.363636363636364,2.575757575757576,33,96,0.34375
1131,['CS 115'],2,Victoria Sakhnini,1.7543859649122806,2.736842105263158,1.7017543859649122,1.6724137931034482,2.0545454545454547,1.98,1.9215686274509804,1.7192982456140349,1.4482758620689655,1.6607142857142858,1.6470588235294117,2.0588235294117645,2.625,2.431034482758621,2.534482758620689,58,97,0.5979381443298969
1131,['CS 115'],3,Victoria Sakhnini,1.8666666666666667,2.7777777777777777,1.8222222222222224,1.8863636363636365,1.9761904761904765,2.081081081081081,1.875,1.75,1.6590909090909092,1.6590909090909092,1.7435897435897436,1.862068965517241,2.7906976744186047,2.627906976744186,2.613636363636364,45,93,0.4838709677419355
1131,['CS 115'],4,Sandy Graham,1.7391304347826086,3.0,1.7391304347826086,1.8695652173913044,1.826086956521739,2.3157894736842106,1.8695652173913044,1.7826086956521738,1.3478260869565215,1.5652173913043481,1.5217391304347827,2.25,2.5217391304347827,2.608695652173913,2.636363636363636,23,79,0.2911392405063291
1131,['CS 116'],1,MAHEEN Shaikh,2.333333333333333,3.4545454545454546,2.583333333333333,2.1666666666666665,2.25,2.0,2.083333333333333,2.333333333333333,1.3333333333333333,1.4166666666666667,1.6363636363636365,2.6666666666666665,3.0,2.6666666666666665,2.583333333333333,12,74,0.16216216216216217
1131,['CS 116'],2,Troy Michael Vasiga,1.2763157894736843,2.8289473684210527,1.48,1.2533333333333334,1.1506849315068493,1.6923076923076923,1.6666666666666667,1.1973684210526316,1.2236842105263157,1.44,1.6133333333333333,1.925,2.631578947368421,2.3421052631578947,2.786666666666666,76,94,0.8085106382978723
1131,['CS 116'],3,Rosina Kharal Kharal,1.6428571428571428,2.8571428571428568,1.7857142857142858,1.75,1.8888888888888888,2.1666666666666665,1.851851851851852,1.8571428571428568,1.2142857142857142,1.6428571428571428,1.7307692307692308,2.5,2.555555555555556,2.4814814814814814,2.814814814814815,28,78,0.358974358974359
1131,['CS 116'],4,Lori Case,1.5689655172413792,2.754385964912281,1.6428571428571428,1.6034482758620692,1.5789473684210529,1.8787878787878791,2.0185185185185186,1.5517241379310345,1.4482758620689655,1.631578947368421,1.6923076923076923,2.260869565217391,2.7241379310344827,2.3448275862068964,2.6724137931034484,58,100,0.58
1131,['CS 116'],5,MAHEEN Shaikh,2.4375,3.2142857142857144,2.25,2.333333333333333,2.4,1.125,1.9230769230769231,2.25,1.125,1.6875,1.7333333333333334,2.2222222222222223,2.6875,2.1875,2.375,16,96,0.16666666666666666
1131,['CS 116'],6,Rosina Kharal Kharal,1.7428571428571429,2.8857142857142857,1.542857142857143,1.8823529411764703,1.8857142857142857,1.9565217391304348,2.0588235294117645,1.6,1.4857142857142858,1.6857142857142855,1.5151515151515151,2.1111111111111107,2.5625,2.342857142857143,2.8285714285714287,35,98,0.35714285714285715
1131,['CS 116'],7,Troy Michael Vasiga,1.108695652173913,2.782608695652174,1.2608695652173914,1.2826086956521738,1.1304347826086956,2.033333333333333,1.6222222222222222,1.1521739130434785,1.2173913043478262,1.5217391304347827,1.6136363636363635,2.3043478260869565,2.911111111111111,2.6444444444444444,2.5869565217391304,46,59,0.7796610169491526
1131,['CS 116'],8,Adriel Dean-Hall,2.333333333333333,2.833333333333333,1.9090909090909087,2.25,2.363636363636364,2.5,1.9090909090909087,2.333333333333333,1.5833333333333333,1.6666666666666667,1.8333333333333333,2.25,2.583333333333333,2.333333333333333,3.1666666666666665,12,67,0.1791044776119403
1131,['CS 116'],9,Lori Case,1.3793103448275863,2.7931034482758617,1.4137931034482758,1.5517241379310345,1.4642857142857142,1.6363636363636365,1.8571428571428568,1.5172413793103448,1.3793103448275863,1.5555555555555556,1.5185185185185186,1.9333333333333331,2.6785714285714284,2.3448275862068964,3.034482758620689,29,80,0.3625
1131,['CS 135'],1,John Champaign,1.5945945945945943,2.805555555555556,1.5945945945945943,1.6388888888888888,1.6216216216216215,2.1153846153846154,1.6,1.5135135135135136,1.351351351351351,1.4864864864864864,1.7428571428571429,1.9375,2.7058823529411766,2.555555555555556,3.1944444444444446,37,76,0.4868421052631579
1131,['CS 135'],2,Azin Ashkan,1.5813953488372092,2.619047619047619,1.3255813953488371,1.6744186046511629,1.6829268292682926,1.7419354838709675,1.6341463414634143,1.6976744186046508,1.2093023255813953,1.4186046511627908,1.7179487179487178,2.088235294117647,2.7209302325581395,2.372093023255814,3.024390243902439,43,87,0.4942528735632184
1131,['CS 136'],1,Alejandro Salinger,1.9615384615384612,3.111111111111111,1.8888888888888888,2.074074074074074,2.2962962962962963,1.8666666666666667,1.9230769230769231,2.0,1.3703703703703705,1.4615384615384617,1.7,2.333333333333333,3.0,2.4074074074074074,3.4444444444444446,27,41,0.6585365853658537
1131,['CS 136'],2,Mark Petrick,1.5147058823529411,2.8823529411764706,1.492537313432836,1.6417910447761197,1.6567164179104477,1.864864864864865,1.734375,1.5588235294117647,1.1764705882352942,1.5,1.619047619047619,2.0888888888888895,2.794117647058824,2.3823529411764706,3.388059701492537,68,102,0.6666666666666666
1131,['CS 136'],3,Brad Lushman,1.5737704918032789,2.7704918032786887,1.5593220338983051,1.6935483870967742,1.6451612903225807,2.0,1.7017543859649122,1.5322580645161292,1.1612903225806452,1.5166666666666666,1.625,2.3461538461538463,2.7868852459016398,2.262295081967213,3.3225806451612905,62,103,0.6019417475728155
1131,['CS 136'],4,Mark Petrick,1.3015873015873016,2.7777777777777777,1.3492063492063493,1.4126984126984128,1.4516129032258065,1.9090909090909087,1.5932203389830508,1.2857142857142858,1.1612903225806452,1.6290322580645162,1.5641025641025639,2.142857142857143,2.7258064516129035,2.3015873015873014,3.2857142857142856,63,102,0.6176470588235294
1131,['CS 136'],5,Dave Tompkins,1.1923076923076923,2.9090909090909087,1.3205128205128205,1.3896103896103895,1.1794871794871795,1.7727272727272727,1.5131578947368418,1.1794871794871795,1.207792207792208,1.6363636363636365,1.6785714285714286,1.9729729729729732,2.75,2.269230769230769,3.2051282051282053,78,102,0.7647058823529411
1131,['CS 136'],6,Ashif S Harji,1.8888888888888888,2.9444444444444446,1.6666666666666667,1.8333333333333333,2.055555555555556,1.5714285714285714,1.8888888888888888,1.6666666666666667,1.4444444444444444,1.6666666666666667,1.75,2.0,2.8823529411764706,2.647058823529412,2.2777777777777777,18,41,0.43902439024390244
1131,['CS 138'],1,Mike Godfrey,1.871794871794872,2.91025641025641,2.026315789473684,2.311688311688312,1.6447368421052633,2.9285714285714284,1.76,2.051948051948052,1.3076923076923077,1.6282051282051282,1.9375,2.3461538461538463,3.0263157894736836,3.217948717948718,2.141025641025641,78,141,0.5531914893617021
1131,['CS 146'],1,Prabhakar Ragde,1.5,2.697674418604651,1.4651162790697674,1.4418604651162792,1.4772727272727273,1.5769230769230769,1.431818181818182,1.25,1.068181818181818,1.3863636363636365,1.4482758620689655,1.6666666666666667,2.8181818181818183,2.886363636363636,2.3488372093023258,44,54,0.8148148148148148
1131,['CS 230'],1,Sandy Graham,2.412698412698413,2.8245614035087723,2.0819672131147544,2.5967741935483866,2.5967741935483866,2.16,2.333333333333333,2.4603174603174605,1.3650793650793651,1.761904761904762,2.189189189189189,2.363636363636364,2.873015873015873,2.9516129032258065,1.8870967741935485,63,121,0.5206611570247934
1131,['CS 240'],1,Alex Lopez-Ortiz,2.467741935483871,2.7049180327868854,2.2666666666666666,2.639344262295082,2.677419354838709,2.4,1.8793103448275863,2.5,1.1639344262295082,2.161290322580645,2.071428571428572,2.3076923076923075,2.5967741935483866,2.344262295081968,2.7049180327868854,62,118,0.5254237288135594
1131,['CS 240'],2,Alex Lopez-Ortiz,2.386363636363636,2.688888888888889,2.022727272727273,2.2045454545454546,2.636363636363636,2.555555555555556,1.8636363636363635,2.355555555555556,1.3636363636363635,2.1555555555555554,1.8461538461538465,2.3,2.7045454545454546,2.3181818181818183,2.8837209302325584,45,110,0.4090909090909091
1131,['CS 241'],1,Gordon Cormack,1.4166666666666667,2.9444444444444446,1.75,2.1388888888888893,1.4857142857142858,2.0,1.6111111111111112,1.6111111111111112,1.1666666666666667,1.3333333333333333,1.8333333333333333,3.0,3.0,2.7777777777777777,2.9444444444444446,36,115,0.3130434782608696
1131,['CS 241'],2,Gordon Cormack,1.6097560975609757,2.8780487804878048,1.6419753086419753,1.9634146341463412,1.5802469135802468,1.7631578947368418,1.6375,1.5609756097560976,1.3902439024390243,1.3414634146341464,1.8235294117647056,2.142857142857143,2.8765432098765427,2.6951219512195124,2.9135802469135803,82,100,0.82
1131,['CS 245'],1,Shai Ben-David,2.145833333333333,2.75,1.9148936170212767,2.3043478260869565,2.0212765957446805,2.75,2.1818181818181817,1.9583333333333333,1.3958333333333333,1.8333333333333333,2.260869565217391,2.5,2.7446808510638303,2.9166666666666665,2.3125,48,104,0.46153846153846156
1131,['CS 246'],1,Ric Holt,2.414634146341464,3.0526315789473686,2.048780487804878,2.65,2.8536585365853657,2.9,1.875,2.475,1.6666666666666667,1.7560975609756098,2.0277777777777777,1.8571428571428568,2.642857142857143,2.595238095238096,3.0476190476190474,42,102,0.4117647058823529
1131,['CS 251'],1,Igor Ivkovic,1.7666666666666666,2.85,1.5423728813559323,1.9661016949152543,1.913793103448276,1.6571428571428573,2.0357142857142856,1.6,1.540983606557377,1.6034482758620692,2.1372549019607843,2.4375,2.737704918032787,3.0327868852459017,2.0508474576271185,61,100,0.61
1131,['CS 251'],2,Igor Ivkovic,1.9166666666666667,2.8285714285714287,1.6388888888888888,1.7777777777777777,2.0588235294117645,1.4705882352941178,2.0,1.7777777777777777,1.6944444444444444,1.6857142857142855,2.1538461538461537,2.142857142857143,2.6388888888888893,2.9444444444444446,2.0,36,98,0.3673469387755102
1131,['CS 330'],1,Ahmed Ayaz Ataullah,2.0,2.8653846153846154,1.6346153846153846,2.1346153846153846,2.0392156862745097,1.818181818181818,2.1,1.86,1.2692307692307692,2.0588235294117645,2.03125,2.8,2.851063829787234,2.8235294117647056,1.7692307692307692,52,134,0.3880597014925373
1131,['CS 335'],1,Peter Forsyth,2.113636363636364,2.136363636363636,2.227272727272727,2.8181818181818183,2.3255813953488373,2.5,2.0526315789473686,2.340909090909091,1.25,1.9772727272727275,2.0232558139534884,2.0,1.9069767441860463,2.159090909090909,2.8837209302325584,44,72,0.6111111111111112
1131,['CS 338'],1,John Champaign,1.7397260273972603,2.602739726027397,1.6986301369863013,2.0821917808219177,1.875,2.2586206896551726,1.9852941176470589,1.7397260273972603,1.2361111111111112,1.7083333333333333,1.9268292682926829,2.025641025641025,2.4861111111111107,2.7222222222222223,2.1549295774647885,73,108,0.6759259259259259
1131,['CS 341'],1,Timothy Chan,1.350877192982456,2.6909090909090905,1.6363636363636365,1.5,1.5370370370370368,1.8928571428571428,1.625,1.4210526315789471,1.1578947368421053,1.625,1.4285714285714286,2.1111111111111107,2.821428571428572,2.649122807017544,2.6481481481481484,57,87,0.6551724137931034
1131,['CS 341'],2,Timothy Chan,1.2954545454545454,2.735632183908046,1.3837209302325582,1.5172413793103448,1.4204545454545454,1.8125,1.5581395348837208,1.1954022988505748,1.1477272727272727,1.5517241379310345,1.6,1.9090909090909087,2.7241379310344827,2.6627906976744184,2.632183908045977,88,95,0.9263157894736842
1131,['CS 341'],3,Jakub Michal Truszkowski,2.238095238095238,2.75,1.7142857142857142,2.2857142857142856,2.380952380952381,1.4444444444444444,1.761904761904762,2.238095238095238,1.1904761904761905,1.4761904761904765,1.0,1.5555555555555556,2.7142857142857144,2.4285714285714284,2.619047619047619,21,59,0.3559322033898305
1131,['CS 343'],1,Bernard Wong,1.6122448979591837,2.895833333333333,1.4791666666666667,2.125,1.3877551020408163,1.3928571428571428,1.7916666666666667,1.375,1.326530612244898,1.5510204081632653,1.608695652173913,1.6666666666666667,2.8163265306122454,2.7551020408163267,2.958333333333333,49,75,0.6533333333333333
1131,['CS 348'],1,Ashraf Aboulnaga,1.5178571428571428,3.0,1.3035714285714286,1.625,1.5535714285714286,1.6969696969696968,1.8301886792452833,1.4821428571428572,1.3035714285714286,1.5714285714285714,1.5333333333333334,1.9166666666666667,3.2321428571428568,3.2142857142857144,1.8392857142857144,56,94,0.5957446808510638
1131,['CS 349'],2,Edward Lank,1.5875,3.013157894736842,1.375,1.8375,1.3291139240506329,1.6666666666666667,1.810126582278481,1.4375,1.5125,2.0,1.8461538461538465,2.333333333333333,2.883116883116883,2.2,3.58974358974359,80,114,0.7017543859649122
1131,['CS 350'],1,Tim Brecht,1.5964912280701755,2.649122807017544,1.5357142857142858,1.8214285714285716,1.4385964912280702,2.0303030303030303,1.7368421052631582,1.5789473684210529,1.1071428571428572,1.7636363636363637,1.6607142857142858,2.4615384615384617,2.5818181818181816,2.357142857142857,3.5892857142857144,57,71,0.8028169014084507
1131,['CS 350'],2,Tim Brecht,1.3421052631578947,2.631578947368421,1.2894736842105263,1.8157894736842104,1.3947368421052628,1.9615384615384612,1.6216216216216215,1.368421052631579,1.2105263157894737,1.631578947368421,1.6944444444444444,2.0,2.5135135135135136,2.2894736842105257,3.45945945945946,38,72,0.5277777777777778
1131,['CS 360'],1,John Watrous,1.3,2.9,1.4333333333333331,1.5333333333333334,1.4642857142857142,1.7647058823529411,1.7142857142857142,1.3666666666666667,1.1,1.6,1.5,1.9375,3.0,2.966666666666667,2.1333333333333333,30,43,0.6976744186046512
1131,['CS 365'],1,Jeffrey Shallit,1.2727272727272727,2.8181818181818183,1.5454545454545454,1.4545454545454546,1.3636363636363635,1.5,1.2727272727272727,1.4545454545454546,1.0909090909090908,1.2727272727272727,1.0,2.1,3.0,2.9090909090909087,2.4,11,14,0.7857142857142857
1131,['CS 370'],1,Yuying Li,1.8297872340425527,2.5744680851063833,1.8723404255319152,1.891304347826087,2.1702127659574466,2.0357142857142856,1.9069767441860463,1.8510638297872342,1.4680851063829787,1.5,1.9111111111111112,2.5,2.723404255319149,2.851063829787234,2.5531914893617023,47,79,0.5949367088607594
